is_canceled,lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,stays_in_nights,prt
1,94,2,6,7,2,5,2,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient,84.57,0,1,7,0
1,55,2,6,7,2,5,2,0,2,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,88.0,0,1,7,0
1,77,2,6,8,0,3,2,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,33.26,0,0,3,0
1,8,2,6,8,0,3,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,48.0,0,2,3,1
1,35,2,6,8,0,4,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,58.0,0,1,4,0
1,11,2,6,8,1,4,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,0,5,0
1,135,2,6,8,4,10,2,0,1,Offline TA/TO,TA/TO,0,0,0,4,4,0,0,Transient,45.0,0,0,14,1
1,98,2,6,8,6,15,2,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,37.8,0,0,21,1
1,32,2,6,9,1,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,45.6,0,1,4,1
1,25,2,6,9,1,3,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,58.0,0,0,4,0
1,18,2,6,9,2,7,2,0,2,Online TA,TA/TO,0,0,0,2,2,0,0,Transient,111.0,0,1,9,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,1,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,47.0,0,0,2,1
1,24,2,6,10,0,2,3,0,2,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,100.0,0,0,2,0
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,43,2,6,10,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,2,0,Transient,48.0,0,1,2,0
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,1,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,47.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,7,2,6,10,0,2,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,56.0,0,0,2,0
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,19,2,6,10,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,0,2,0
1,24,2,6,10,0,2,2,0,2,Online TA,TA/TO,0,0,0,7,7,0,0,Transient,141.0,0,0,2,0
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,211,2,6,10,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,238,2,6,10,0,2,2,0,2,Groups,TA/TO,0,0,0,0,0,0,0,Transient,54.0,0,0,2,1
1,54,2,6,10,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,0,3,0
1,55,2,6,10,1,2,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,58.0,0,1,3,0
1,77,2,6,10,1,2,2,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,36.43,0,0,3,0
1,54,2,6,10,1,2,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,58.0,0,1,3,0
1,89,2,6,10,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,2,3,0,Transient,46.0,0,0,3,0
1,14,2,6,10,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,1,3,0
1,77,2,6,10,2,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,46.5,0,0,4,0
1,137,2,6,10,2,3,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,46.8,0,1,5,0
1,15,2,6,11,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,1,1,0
1,39,2,6,11,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,1,1,1
1,32,2,6,11,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,1,1,1
1,0,2,6,11,0,1,2,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,8.0,0,0,1,1
1,1,2,6,11,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient-Party,48.0,0,0,1,1
1,25,2,6,11,0,1,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,54.4,0,0,1,1
1,1,2,6,11,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient-Party,48.0,0,0,1,1
1,19,2,6,11,2,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,0,3,1
1,33,2,6,11,2,2,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,58.0,0,0,4,0
1,161,2,6,11,2,2,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,46.8,0,1,4,1
1,55,2,6,11,2,2,3,0,1,Online TA,TA/TO,0,0,0,7,7,0,0,Transient,93.0,0,1,4,0
1,26,2,6,11,2,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,0,5,0
1,149,2,6,11,2,5,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,52.0,0,1,7,0
1,22,2,6,11,2,5,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,51.84,0,0,7,1
1,82,2,6,11,2,5,1,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,30.0,0,1,7,1
1,82,2,6,11,2,5,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,42.0,0,1,7,1
1,239,2,6,11,8,20,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,37.8,0,2,28,0
1,0,2,7,12,0,0,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,0.0,0,0,0,0
1,18,2,7,12,2,0,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,58.0,0,0,2,0
1,108,2,7,12,2,1,2,0,2,Direct,Direct,0,0,0,5,5,1,0,Transient,101.7,0,0,3,1
1,40,2,7,12,2,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,0,5,0
1,40,2,7,12,2,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,0,5,0
1,12,2,7,12,2,5,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,66.29,0,1,7,0
1,206,2,7,12,2,5,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,37.8,0,2,7,0
1,134,2,7,12,4,10,2,0,2,Offline TA/TO,TA/TO,0,0,0,4,4,0,0,Transient,26.0,0,0,14,1
1,19,2,7,13,1,0,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,78.0,0,3,1,1
1,19,2,7,13,1,0,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,0,1,1
1,9,2,7,13,1,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,60.0,0,1,2,0
1,42,2,7,13,1,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,2,2,1
1,179,2,7,13,1,1,2,0,2,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,66.6,0,1,2,1
1,20,2,7,13,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,0,3,1
1,11,2,7,13,1,3,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,45.5,0,0,4,1
1,46,2,7,13,1,3,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,43.0,0,0,4,0
1,205,2,7,13,1,3,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,37.8,0,1,4,0
1,60,2,7,13,1,4,2,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient,88.0,0,0,5,0
1,123,2,7,13,1,5,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,40.8,0,2,6,1
1,142,2,7,13,1,5,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,55.8,0,1,6,0
1,2,2,7,13,2,5,2,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,50.85,0,0,7,1
1,47,2,7,14,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,1,1,1
1,38,2,7,14,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,2,1,1
1,33,2,7,14,0,1,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,68.0,0,2,1,1
1,17,2,7,14,0,2,2,0,2,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,80.0,0,0,2,0
1,19,2,7,14,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,60.5,0,3,2,1
1,14,2,7,14,0,2,1,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient,35.0,0,0,2,1
1,14,2,7,14,0,2,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,88.0,0,0,2,1
1,31,2,7,14,0,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient-Party,48.0,0,2,3,0
1,30,2,7,14,0,4,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,2,4,0
1,38,2,7,14,0,5,2,0,1,Direct,Direct,0,0,0,4,4,0,0,Transient,79.0,0,0,5,0
1,55,2,7,14,2,5,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,68.0,0,3,7,0
1,92,2,7,15,0,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,39.9,0,1,3,0
1,92,2,7,15,0,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,39.9,0,1,3,0
1,2,2,7,15,0,2,1,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient,35.0,0,0,2,1
1,91,2,7,15,2,4,2,0,1,Online TA,TA/TO,0,0,0,4,4,2,0,Transient,62.0,0,3,6,0
1,24,2,7,16,0,3,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,68.0,0,1,3,0
1,56,2,7,16,0,3,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,43.0,0,1,3,0
1,38,2,7,16,0,3,2,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient,88.0,0,0,3,0
1,38,2,7,16,0,3,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,78.0,0,0,3,0
1,24,2,7,16,0,3,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,68.0,0,1,3,0
1,30,2,7,16,1,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,0,4,0
1,29,2,7,16,1,3,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,78.0,0,0,4,0
1,29,2,7,16,1,3,1,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,49.5,0,0,4,0
1,56,2,7,16,0,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,1,3,0
1,34,2,7,16,2,5,2,0,1,Direct,Direct,0,0,0,0,2,1,0,Transient,39.6,0,0,7,0
1,261,2,7,16,8,20,1,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,55.8,0,1,28,0
1,342,2,7,16,2,8,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,60.0,0,0,10,0
1,0,2,7,17,0,1,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,78.0,0,1,1,1
1,30,2,7,17,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,0,2,1
1,36,2,7,17,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,2,1,0,Transient,48.0,0,1,2,0
1,15,2,7,17,0,2,2,0,2,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,92.0,0,0,2,1
1,71,2,7,17,0,2,2,0,2,Direct,Direct,0,0,0,0,0,0,0,Transient,48.0,0,2,2,0
1,33,2,7,17,0,2,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,68.0,0,0,2,1
1,30,2,7,17,0,2,1,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,36.0,0,0,2,0
1,92,2,7,17,0,2,2,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient,82.0,0,0,2,1
1,16,2,7,17,1,2,2,0,1,Corporate,Corporate,0,0,0,3,3,0,0,Transient-Party,48.0,0,0,3,1
1,44,2,7,17,1,2,2,0,2,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,74.1,0,1,3,1
1,119,2,7,17,1,2,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,52.0,0,0,3,0
1,16,2,7,17,1,2,2,0,1,Corporate,Corporate,0,0,0,3,3,0,0,Transient-Party,48.0,0,0,3,1
1,73,2,7,17,1,2,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,40.0,0,0,3,1
1,93,2,7,17,1,2,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,62.0,0,0,3,0
1,93,2,7,17,1,2,2,0,2,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,82.0,0,1,3,0
1,73,2,7,17,1,2,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,40.0,0,0,3,1
1,16,2,7,17,1,2,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,40.0,0,0,3,1
1,320,2,7,17,2,4,2,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient,93.0,0,0,6,0
1,34,2,7,17,2,5,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,58.0,0,0,7,0
1,23,2,7,17,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,1,1,1
1,42,2,7,18,0,1,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,58.0,0,1,1,1
1,127,2,7,18,0,1,2,0,2,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,77.4,0,2,1,1
1,39,2,7,18,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,1,1,1
1,21,2,7,18,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,0,1,1
1,27,2,7,18,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,2,1,1
1,38,2,7,18,0,1,2,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient,88.0,0,0,1,1
1,21,2,7,18,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,0,1,0
1,4,2,7,18,0,1,2,0,1,Corporate,Corporate,0,0,0,0,3,0,0,Transient,40.0,0,0,1,1
1,186,2,7,18,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,37.8,0,2,1,1
1,42,2,7,18,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,2,1,1
1,74,2,7,18,1,1,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,40.0,0,0,2,1
1,74,2,7,18,1,1,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,40.0,0,0,2,1
1,1,2,7,18,1,1,1,0,1,Corporate,TA/TO,0,0,0,0,2,3,0,Transient-Party,35.0,0,1,2,1
1,74,2,7,18,1,1,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,40.0,0,0,2,1
1,74,2,7,18,1,1,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,40.0,0,0,2,1
1,74,2,7,18,1,1,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,40.0,0,0,2,1
1,74,2,7,18,1,1,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,40.0,0,0,2,1
1,74,2,7,18,1,1,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,40.0,0,0,2,1
1,74,2,7,18,1,1,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,40.0,0,0,2,1
1,74,2,7,18,1,1,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,40.0,0,0,2,1
1,74,2,7,18,1,1,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,40.0,0,0,2,1
1,74,2,7,18,1,1,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,40.0,0,0,2,1
1,35,2,7,18,2,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,0,3,0
1,34,2,7,18,2,1,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,48.6,0,1,3,0
1,266,2,7,18,2,3,2,0,1,Online TA,TA/TO,0,0,0,6,6,1,0,Transient,87.0,0,1,5,0
1,58,2,7,18,2,6,2,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient,88.0,0,0,8,0
1,0,2,8,19,1,0,2,0,1,Direct,Direct,0,0,0,4,4,0,0,Transient-Party,80.0,0,0,1,0
1,200,2,8,19,1,0,2,0,1,Online TA,TA/TO,0,0,0,0,2,1,0,Transient,55.8,0,0,1,1
1,69,2,8,19,2,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,42.0,0,2,5,0
1,69,2,8,19,2,3,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient-Party,37.0,0,1,5,0
1,73,2,8,19,2,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,42.0,0,0,3,0
1,13,2,8,19,2,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,52.0,0,0,3,0
1,79,2,8,19,2,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,42.0,0,0,5,0
1,79,2,8,19,2,3,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,42.0,0,0,5,0
1,79,2,8,19,2,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,42.0,0,0,5,0
1,79,2,8,19,2,3,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,42.0,0,0,5,0
1,69,2,8,19,2,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient-Party,42.0,0,2,5,0
1,79,2,8,19,2,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,37.0,0,0,5,0
1,79,2,8,19,2,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,37.0,0,0,5,0
1,79,2,8,19,2,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,42.0,0,0,5,0
1,28,2,8,19,2,5,2,0,2,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,100.0,0,1,7,0
1,140,2,8,19,2,5,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,37.44,0,1,7,1
1,284,2,8,19,2,5,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,55.8,0,1,7,0
1,0,2,8,20,1,0,1,0,1,Corporate,Direct,0,0,0,0,0,0,0,Transient,35.0,0,0,1,1
1,5,2,8,20,1,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,0,2,0
1,28,2,8,20,1,2,2,0,2,Direct,Direct,0,0,0,0,0,2,0,Transient,84.0,0,1,3,1
1,25,2,8,20,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,3,3,0
1,6,2,8,20,1,2,2,0,1,Direct,Direct,0,0,0,4,4,0,0,Transient,68.0,0,1,3,0
1,137,2,8,20,1,2,2,0,2,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,82.8,0,1,3,0
1,14,2,8,20,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,0,3,0
1,2,2,8,20,1,3,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,53.0,0,1,4,1
1,164,2,8,20,1,5,1,0,1,Online TA,TA/TO,0,0,0,0,0,2,0,Transient,37.0,0,0,6,0
1,20,2,8,21,0,2,2,0,1,Corporate,Corporate,0,0,0,0,3,0,0,Transient-Party,44.0,0,0,2,1
1,20,2,8,21,0,2,3,0,1,Corporate,Corporate,0,0,0,0,3,0,0,Transient-Party,60.0,0,0,2,1
1,1,2,8,21,0,5,2,0,1,Groups,Direct,0,0,0,0,0,0,0,Transient-Party,42.0,0,0,5,1
1,69,2,8,21,1,5,3,0,1,Corporate,Corporate,0,0,0,0,0,1,0,Transient-Party,58.0,0,0,6,1
1,1,2,8,21,1,5,3,0,1,Groups,Direct,0,0,0,0,0,0,0,Transient-Party,12.0,0,0,6,1
1,28,2,8,21,2,5,1,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,95.0,0,0,7,1
1,29,2,8,21,2,6,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,44.66,0,1,8,1
1,0,2,8,22,0,1,2,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,8.0,0,0,1,1
1,7,2,8,22,0,1,2,0,1,Direct,Direct,0,0,0,5,5,2,0,Transient,87.0,0,0,1,1
1,51,2,8,22,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,0,2,0
1,2,2,8,22,0,3,2,0,1,Groups,Direct,0,0,0,0,0,0,0,Transient-Party,42.0,0,0,3,1
1,70,2,8,22,0,4,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,42.0,0,0,4,1
0,70,2,8,22,0,4,2,0,1,Corporate,Corporate,0,0,0,0,2,2,0,Transient-Party,42.0,0,0,4,0
1,70,2,8,22,0,4,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,42.0,0,0,4,1
1,70,2,8,22,0,4,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,42.0,0,0,4,1
1,2,2,8,22,0,4,1,0,1,Groups,Direct,0,0,0,0,0,0,0,Transient-Party,36.0,0,0,4,1
1,70,2,8,22,0,4,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,42.0,0,0,4,1
1,2,2,8,22,0,4,1,0,1,Groups,Direct,0,0,0,0,0,0,0,Transient-Party,36.0,0,0,4,1
1,2,2,8,22,0,4,1,0,1,Groups,Direct,0,0,0,0,0,0,0,Transient-Party,36.0,0,0,4,1
1,70,2,8,22,0,4,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,42.0,0,0,4,1
1,70,2,8,22,0,4,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,42.0,0,0,4,1
1,70,2,8,22,0,4,3,0,1,Corporate,Corporate,0,0,0,0,2,1,0,Transient-Party,58.0,0,0,4,1
1,70,2,8,22,0,4,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,42.0,0,0,4,1
1,70,2,8,22,0,4,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,42.0,0,0,4,1
1,70,2,8,22,0,4,2,0,1,Corporate,Corporate,0,0,0,0,0,0,0,Transient-Party,42.0,0,0,4,1
1,2,2,8,22,0,4,1,0,1,Groups,Direct,0,0,0,0,0,0,0,Transient-Party,36.0,0,0,4,1
1,2,2,8,22,0,4,1,0,1,Groups,Direct,0,0,0,0,0,0,0,Transient-Party,36.0,0,0,4,1
1,35,2,8,22,1,4,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,1,5,0
1,232,2,8,22,7,19,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,55.8,0,2,26,0
1,0,2,8,23,0,1,2,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,8.0,0,0,1,1
1,44,2,8,23,0,1,2,0,1,Complementary,Direct,0,0,0,0,0,0,0,Transient,0.0,0,0,1,1
1,55,2,8,23,0,2,2,0,1,Online TA,TA/TO,0,0,0,7,7,0,0,Transient,93.0,0,0,2,0
1,55,2,8,23,0,2,3,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,68.0,0,0,2,0
1,120,2,8,23,1,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,42.0,0,0,4,0
1,26,2,8,23,2,5,1,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,42.5,0,0,7,1
